TweetId,TweetDate,TweetText,UserId
126315011600678913,Tue Oct 18 15:13:40 +0000 2011,right yourself @apple att useless days yourdaysarenumbered,439654060
126314687116750849,Tue Oct 18 15:12:22 +0000 2011,unexpected workshop iphone4s @apple yesterday awesome info notjustaboutthephone @gamerchik16,439654060
126312877916307458,Tue Oct 18 15:05:11 +0000 2011,lt3 ios5 @apple,509554692
126311981564178432,Tue Oct 18 15:01:37 +0000 2011,» rt @apple question bro rt @ainteeentrippin dis iphone evo 3d,270079459
126307801046847488,Tue Oct 18 14:45:01 +0000 2011,rt @imightbewrong people bitching iphone4s smartest phone happy,366430327
126302673820594176,Tue Oct 18 14:24:38 +0000 2011,people bitching iphone4s smartest phone happy @apple,336253549
126301956951117826,Tue Oct 18 14:21:47 +0000 2011,@twitter ceo @apple corporate mentor @ios signups triple,439392988
126287654093471745,Tue Oct 18 13:24:57 +0000 2011,bus iphone thxx @apple,479371665
126284506360578049,Tue Oct 18 13:12:27 +0000 2011,@azee1v1 @apple @umber appstore done itunes mobile devices talking desktop app,420510582
126263834968211456,Tue Oct 18 11:50:18 +0000 2011,nytimes coach you bring ipad ipad @apple set red 42 red 42 hut hut @nfl ipad,308595133
126256230397259776,Tue Oct 18 11:20:05 +0000 2011,@apple @jilive @danielpink apple sells 4 iphone 4s units weekend steve jobs brilliance lives ever iphone rva,527271492
126213333123743744,Tue Oct 18 08:29:38 +0000 2011,@blackberry titanic running @apple iphone life rafts everyone,349448774
126195522691280896,Tue Oct 18 07:18:51 +0000 2011,@bkad5161 apologize @apple,474905919
126183339945234432,Tue Oct 18 06:30:27 +0000 2011,@apple downloads ios 5 proving popular users,308487904
126180209501286400,Tue Oct 18 06:18:01 +0000 2011,lmfao argument siri @ijustine @apple,302090489
126164430546403328,Tue Oct 18 05:15:18 +0000 2011,incredible 4 iphone 4ss 3 days 135 iphone 4 @apple iphone4s,277023839
126148685737361408,Tue Oct 18 04:12:45 +0000 2011,save hps unwanted os iphone light lol backchannel @apple,310719595
126140794078892033,Tue Oct 18 03:41:23 +0000 2011,@apple fixed ios5 battery drain replacement iphone 4 champ,381399543
126134400466419712,Tue Oct 18 03:15:59 +0000 2011,brand macbook pro bahhh macbook 5 old it time cc @apple,509888321
126130991365500928,Tue Oct 18 03:02:26 +0000 2011,blessed @apple,302090489
126116898051076096,Tue Oct 18 02:06:26 +0000 2011,siri dad mom brother girlfriend is @apple,457450880
126116614495154176,Tue Oct 18 02:05:18 +0000 2011,@apple store amazing waiting music need4s,457450880
126112836219973632,Tue Oct 18 01:50:17 +0000 2011,sweet apple replaced glass probono @apple,498802509
126107965991297024,Tue Oct 18 01:30:56 +0000 2011,bad @apple sells 4 iphones debut weekend bloomberg smartphone sm rt @vinodrad,306824099
126104732426186752,Tue Oct 18 01:18:05 +0000 2011,loving technology @apple iphone 4s mac air icloud unreal technology,496069783
126097426493878272,Tue Oct 18 00:49:03 +0000 2011,loving ios5 update @apple,362842768
126095744531832832,Tue Oct 18 00:42:22 +0000 2011,mention apple store rt @floridamike customer service @apple store,514859729
126084907343691776,Mon Oct 17 23:59:19 +0000 2011,time iphone 4s sticking paying texts @apple,349448774
126079414986485761,Mon Oct 17 23:37:29 +0000 2011,hey @apple hate mack wanna send one,305184008
126076743613284354,Mon Oct 17 23:26:52 +0000 2011,@apple gfiphone4s great everything,419556208
126076238375817216,Mon Oct 17 23:24:52 +0000 2011,icloud set flawless champ cloud @apple,396799078
126075534894571520,Mon Oct 17 23:22:04 +0000 2011,@wisconsinmommy @apple totally email company service @apple store,448838498
126064519943426048,Mon Oct 17 22:38:18 +0000 2011,@apple loving ios5 upgrade iphone,344271212
126063569660936193,Mon Oct 17 22:34:31 +0000 2011,nice @apple tech support guy fixed itouch d,372394528
126063358037340161,Mon Oct 17 22:33:41 +0000 2011,customer service @apple store millenia mall,369019019
126059405941809152,Mon Oct 17 22:17:59 +0000 2011,ios5 faster ipad @apple,412210777
126059399319003136,Mon Oct 17 22:17:57 +0000 2011,love @apple imac hubby 3 days now geek,357545630
126057030996852737,Mon Oct 17 22:08:32 +0000 2011,switch @android @apple iphone iphone4s smartphone stevejobs @ apple store,371206887
126049183865114624,Mon Oct 17 21:37:21 +0000 2011,thankful incredible people @apple offering replacing waterdamaged macbook pro wow,501253837
126040352237961217,Mon Oct 17 21:02:16 +0000 2011,macbook sick @apple,314985145
126040074595999746,Mon Oct 17 21:01:10 +0000 2011,play man loving camera iphone4s @apple fb,509888321
126034495991328768,Mon Oct 17 20:39:00 +0000 2011,yeah @apple ios5 readinglists changed life nowicanspendevenmoretimeonmyphone,448838498
126026756623831041,Mon Oct 17 20:08:14 +0000 2011,@apple safari reader owns worldwide,358235061
126019393460244481,Mon Oct 17 19:38:59 +0000 2011,love @apple service cracked 3x hand walk,448838498
126015087386431488,Mon Oct 17 19:21:52 +0000 2011,10twitterpeopleiwouldliketomeet @coollike @thegadgetshow @thelittleappkid @jon4lakers @benrubery @apple @twitter @fxhomehitfilm 2,314552166
126009748020658177,Mon Oct 17 19:00:39 +0000 2011,laid 4 @applejobs iphone 2012 iphone4s iphone4g5 2012 magical,449623645
126008369562652672,Mon Oct 17 18:55:11 +0000 2011,excited class @apple store macosc snow leopard lion,372394528
126002597063696384,Mon Oct 17 18:32:14 +0000 2011,@blackberry 45yrs disruptions lost gigs thx service moving @apple iphone,464158801
125999676972470272,Mon Oct 17 18:20:38 +0000 2011,apple sells 4 iphones 3 days @apple doing well,486130785
125995158679461888,Mon Oct 17 18:02:41 +0000 2011,yessss lovin iphone update slide bar screen job @apple,508037430
125978568726560768,Mon Oct 17 16:56:46 +0000 2011,4 millions weekend 16 iphone4s second madness no @apple,440783370
125974505385500672,Mon Oct 17 16:40:37 +0000 2011,@apple me invested macbook year time selling android gear,476185067
125960325437722624,Mon Oct 17 15:44:16 +0000 2011,@iancollinsuk @apple there,439392988
125959059957485569,Mon Oct 17 15:39:14 +0000 2011,grandma post card cardsapp @apple,420510582
125947912306954240,Mon Oct 17 14:54:56 +0000 2011,@kostatsetsekas @apple putting wash equivalent will blend glad hear alive,308487904
125947232359948288,Mon Oct 17 14:52:14 +0000 2011,laundering aris iphone finest moment drying bag organic rice 4 days booted up @apple,508037430
125943290288803841,Mon Oct 17 14:36:34 +0000 2011,bravo @apple,463438574
125940394566483968,Mon Oct 17 14:25:04 +0000 2011,god bless @youtube @apple appletv bad ass system loving princessofchina @coldplay @rihanna,476185067
125925618486489088,Mon Oct 17 13:26:21 +0000 2011,twitter days smashed iphone @apple nice,405969971
125924446430183425,Mon Oct 17 13:21:42 +0000 2011,@apple ios 5 email pop lock screen unlocking,464158801
125922999651139584,Mon Oct 17 13:15:57 +0000 2011,word wow rt @jldavid iphone 4s weekend sales million via @apple,457450880
125909565031198720,Mon Oct 17 12:22:34 +0000 2011,iphone today gods @apple,389663163
125902301931126785,Mon Oct 17 11:53:42 +0000 2011,rt @mn2nova love ios5 easter eggs pull middle pulls down awesome feature ios5 @apple,314552166
125901202591461376,Mon Oct 17 11:49:20 +0000 2011,love ios5 easter eggs pull middle pulls down awesome feature ios5 @apple,439392988
125900497327636480,Mon Oct 17 11:46:32 +0000 2011,love ios5 easter eggs pull middle pulls down awesome feature @apple lovemyiphone,464158801
125898611572740097,Mon Oct 17 11:39:02 +0000 2011,updated ios started cloud services pretty bad ass @apple iphone 3gs champ,527271492
125850288488841217,Mon Oct 17 08:27:01 +0000 2011,run beautiful morning love ios 5 @apple iphone,410512524
125840039031738368,Mon Oct 17 07:46:17 +0000 2011,@apple simply best,289327616
125794931439702016,Mon Oct 17 04:47:03 +0000 2011,admit @apple happy camper tones now lol tone makemeproud drakes vers tone nickis,488567141
125728717942161408,Mon Oct 17 00:23:56 +0000 2011,day305 thankful customer service received @apple phone cs phone 365daysofgratefulness,504913838
125727629012770816,Mon Oct 17 00:19:37 +0000 2011,so @apple replacing phone,410512524
125722746100531200,Mon Oct 17 00:00:13 +0000 2011,loving ipod update @apple,283374516
125717622728818688,Sun Oct 16 23:39:51 +0000 2011,@alexlindsay wife upgraded iphone 4 siri worth upgrade @apple continuing enhance siri,475765632
125714253452812288,Sun Oct 16 23:26:28 +0000 2011,rt @tomkeene thx @instagram thx @apple hypo d76 trix,527271492
125713935344214016,Sun Oct 16 23:25:12 +0000 2011,@stevejobs honored tonite @applea loss worldhe missed,308595133
125712433087123456,Sun Oct 16 23:19:14 +0000 2011,thx @instagram thx @apple hypo d76 trix,453485383
125708639607599104,Sun Oct 16 23:04:09 +0000 2011,loving iphone4s @apple ios5,475765632
125706813583798274,Sun Oct 16 22:56:54 +0000 2011,love this much @apple,476185067
125701161926930433,Sun Oct 16 22:34:27 +0000 2011,@apple iphone 4s genius,502518910
125699573799845888,Sun Oct 16 22:28:08 +0000 2011,@apple cards app notifies card arrived local post office delivered today sunday magic,336253549
125688922410975232,Sun Oct 16 21:45:48 +0000 2011,love i0s5 @apple updates simplifies life more rightits apple,379412779
125681742760771584,Sun Oct 16 21:17:17 +0000 2011,@apple siri amazing,342172398
125680049478316032,Sun Oct 16 21:10:33 +0000 2011,@rygurl @apple iphone4s siri,419556208
125677424565424128,Sun Oct 16 21:00:07 +0000 2011,meet siri iphone butler link amazed do @apple,443653605
125673004511412224,Sun Oct 16 20:42:33 +0000 2011,@apple store @schaumburg,275679178
125667241978114048,Sun Oct 16 20:19:39 +0000 2011,so pc never ever feel it worst speakers ever @apple spoiled me imamac,488567141
125664375364255744,Sun Oct 16 20:08:17 +0000 2011,@apple,310719595
125662399217930240,Sun Oct 16 20:00:25 +0000 2011,@apple ios5 upgrade imessagegood luck surviving @blackberry,448838498
125652668080336896,Sun Oct 16 19:21:45 +0000 2011,loving ios5 awesome @apple,435198356
125648027045199873,Sun Oct 16 19:03:18 +0000 2011,rt @mattyriesz @kathrynyee right iphone have addicted welcome @apple club,396799078
125645258003464192,Sun Oct 16 18:52:18 +0000 2011,@apple innovations exhibit a guy playing facetime watching game sports bar,366430327
125643107260829697,Sun Oct 16 18:43:45 +0000 2011,@blackberry boo hiss@apple wuhu berry powered technology work,338812451
125633677597229056,Sun Oct 16 18:06:17 +0000 2011,@apple ipod time iphone ever job guys,360963221
125633065757310976,Sun Oct 16 18:03:51 +0000 2011,steve @apple store 5th av,474905919
125628199269961729,Sun Oct 16 17:44:31 +0000 2011,@apples siri witchcraft @googleresearch 2 yr lead lost,408931094
125623745284018176,Sun Oct 16 17:26:49 +0000 2011,@apple ios 5 sweet notifications phone search covers mail now wifi sync icloud backup integrated twitter done,406617401
125618466353983488,Sun Oct 16 17:05:50 +0000 2011,rt @katebetts james stewart story todays ny times architecture @apple retail success,362182240
125610372727193601,Sun Oct 16 16:33:41 +0000 2011,james stewart story todays ny times architecture @apple retail success,519634781
125608381431025664,Sun Oct 16 16:25:47 +0000 2011,lt3 @apple,440783370
125596541028282369,Sun Oct 16 15:38:43 +0000 2011,twitter @markstuver ios5 @apple guys,495540855
125585606100267008,Sun Oct 16 14:55:16 +0000 2011,impressive service @apple genius bar metro centre power cable replaced booked screen replacement,314552166
125562428200202240,Sun Oct 16 13:23:10 +0000 2011,rt @deblavoy nice guy @apple store replaced phone gratis hairline crack screen @apple,469434364
125561950376701952,Sun Oct 16 13:21:16 +0000 2011,nice guy @apple store replaced phone gratis hairline crack screen @apple,449623645
125550135911518209,Sun Oct 16 12:34:19 +0000 2011,iphone 4s battery lasted day happened edge iphone nice job @apple,292981659
125547297072357376,Sun Oct 16 12:23:02 +0000 2011,15 mins write blackberry @apple 4s converting grass greener,380418042
125539788546781185,Sun Oct 16 11:53:12 +0000 2011,rt @herahussain @rickysinghpt backside eye phone impressed @apple,302090489
125537993942515712,Sun Oct 16 11:46:04 +0000 2011,@rickysinghpt backside eye phone impressed @apple,445621962
125537578974851072,Sun Oct 16 11:44:25 +0000 2011,iphone 4s space amazing creative @apple products inspire people unbelievable,449623645
125524107386302465,Sun Oct 16 10:50:53 +0000 2011,@apple ipad 2 feel ios 5,362182240
125523414298533888,Sun Oct 16 10:48:08 +0000 2011,ibertaddigitaltv ipad briliant stevejobs produck httptco00ohfly6 @apple present,502518910
125501576952553472,Sun Oct 16 09:21:22 +0000 2011,awsome ipad love it love macbook ipod amazing love @apple,410512524
125501281753251840,Sun Oct 16 09:20:11 +0000 2011,@apple ios 5 upgrade feature feature required,440783370
125495491701125120,Sun Oct 16 08:57:11 +0000 2011,ios 5 update best iloveyou @apple,488567141
125459338524499969,Sun Oct 16 06:33:31 +0000 2011,finally iphone 4s @apple stupid @att learned lesson,463438574
125455260801179648,Sun Oct 16 06:17:19 +0000 2011,absolutely love iphone 4s you steve @apple,305184008
125423290767507456,Sun Oct 16 04:10:17 +0000 2011,@apple invented product brother parents going amazing siri ipod4s,508037430
125416879035658240,Sun Oct 16 03:44:48 +0000 2011,dammit listening siri upgrade played @apple,463438574
125407532893224962,Sun Oct 16 03:07:40 +0000 2011,create folders photo album ios5 finally @apple thorn while newfeature,396799078
125402636764712960,Sun Oct 16 02:48:13 +0000 2011,video card @kimaris workstation died months @hp @apple,469434364
125402412147146752,Sun Oct 16 02:47:19 +0000 2011,@blackberry @facebook throw @blackberry trash @apple iphone @facebook upload issues,519634781
125393816470568961,Sun Oct 16 02:13:10 +0000 2011,ios5 update submitted @apple support,412210777
125356807626559488,Sat Oct 15 23:46:06 +0000 2011,awesome service @apple store pc chris,448838498
125343429289984000,Sat Oct 15 22:52:56 +0000 2011,rt @to1ne @apple fixing this,335977847
125338216411828224,Sat Oct 15 22:32:14 +0000 2011,crazy ios5 photo cropping best @apple,321355017
125333598197911552,Sat Oct 15 22:13:53 +0000 2011,@apple fixing this,439654060
125330595302744064,Sat Oct 15 22:01:57 +0000 2011,yes contacts back @apple,302090489
125319163366473728,Sat Oct 15 21:16:31 +0000 2011,rt @sawyerhartman fuking love @apple phone siri,443653605
125313088160411649,Sat Oct 15 20:52:23 +0000 2011,@apple changed life,387128201
125309946723188736,Sat Oct 15 20:39:54 +0000 2011,mad props @apple employee charge replace plate iphone day,275679178
125281706327552001,Sat Oct 15 18:47:41 +0000 2011,@jonsibley actually @apple mouse pretty sweet man,509888321
125279987254300672,Sat Oct 15 18:40:51 +0000 2011,iphone4s amazing siris voice recognition absolutely step previous attempts bravo @apple,322443111
125264731035537409,Sat Oct 15 17:40:13 +0000 2011,finally @apple iphone @sprint times,357545630
125256305647693825,Sat Oct 15 17:06:45 +0000 2011,ios5 nice @apple,508291396
125252188065902592,Sat Oct 15 16:50:23 +0000 2011,support kevin @apple bellevue store 4 customers ty,501253837
125243911538098176,Sat Oct 15 16:17:30 +0000 2011,downloaded ios 5 expected thankyou @apple,504913838
125238017299451905,Sat Oct 15 15:54:04 +0000 2011,@apple siri amazing love,381399543
125165176772247552,Sat Oct 15 11:04:38 +0000 2011,love love love ios 5 @apple,502518910
126418790706712576,Tue Oct 18 22:06:03 +0000 2011,rt @cjwallace03 @apple mb cap sms update 25mb storage tells inbox full,488567141
126417285559762944,Tue Oct 18 22:00:04 +0000 2011,rt @jewelz2611 @mashable @apple iphones 2 expensive w htcgalaxy customer loyalty wphone comp,412210777
126416915664084992,Tue Oct 18 21:58:36 +0000 2011,@mashable @apple iphones 2 expensive w htcgalaxy customer loyalty wphone comp,464158801
126416109212680192,Tue Oct 18 21:55:23 +0000 2011,kill apple rip @apple,283374516
126411162622496768,Tue Oct 18 21:35:44 +0000 2011,@apple tunes iphone iphone lonely them silly ios5,277023839
126410591949697024,Tue Oct 18 21:33:28 +0000 2011,@apple hurry release itunesmatch,508291396
126409696553861121,Tue Oct 18 21:29:54 +0000 2011,siri @apple,360963221
126408864387182593,Tue Oct 18 21:26:36 +0000 2011,exchange cord apple store wait genius @apple,270079459
126408052525105153,Tue Oct 18 21:23:22 +0000 2011,@apple airdrop fail declined request time,344271212
126407767132078082,Tue Oct 18 21:22:14 +0000 2011,article @apple fucked lion future fb,519634781
126405405667627008,Tue Oct 18 21:12:51 +0000 2011,rt @radlerc yellowgate iphone 4s users complain yellow tint screen @apple @iphone4s,308487904
126405185630253056,Tue Oct 18 21:11:59 +0000 2011,yellowgate iphone 4s users complain yellow tint screen @apple @iphone4s,490384685
126405040809312256,Tue Oct 18 21:11:24 +0000 2011,iphone feature missing @apple it contacts pictures contacts list simple 5 major updates,508291396
126400637930979329,Tue Oct 18 20:53:55 +0000 2011,siri dreams electric sleep disappointed snippy answer missed opportunity @apple,336253549
126394680903614465,Tue Oct 18 20:30:14 +0000 2011,@paulens surprises @apple throws error alert authorizing authorize computer button,440783370
126393717421645825,Tue Oct 18 20:26:25 +0000 2011,@lisamarie1987 shhhh evil sith lords @apple hear ha,292981659
126393204550537216,Tue Oct 18 20:24:22 +0000 2011,fuck @apple fucking blaze inferno,503188484
126392402083708928,Tue Oct 18 20:21:11 +0000 2011,oh @apple steve iphoto perfect insanely great fixed please,379412779
126391082308206593,Tue Oct 18 20:15:56 +0000 2011,omg @apple fuck delete music dicks,475765632
126389218284015616,Tue Oct 18 20:08:32 +0000 2011,@ryanbaldwin @apple itunes store gt autoauthorise sign itunes grrrr,448838498
126388194194362369,Tue Oct 18 20:04:28 +0000 2011,absolutely offing clue @apple authorization it,357545630
126388023725268992,Tue Oct 18 20:03:47 +0000 2011,boy @apple harder purchased music cloud macbook pro you authorize,453485383
126385036441296896,Tue Oct 18 19:51:55 +0000 2011,shit shit shit ios5 update ate apps data media @apple would time rebuild,283374516
126382959711358976,Tue Oct 18 19:43:40 +0000 2011,@apple @att 1 64gb iphone 4s vegas fucking break,457450880
126382051661328385,Tue Oct 18 19:40:03 +0000 2011,love @apple downloads 4 hours ipad wonky ripstevejobs thenonsensepersists neednewipadguide fatfuckingchance,275679178
126381519513194497,Tue Oct 18 19:37:56 +0000 2011,@apple air notbook update killed wifi bug destroying productivity,338812451
126380588822298625,Tue Oct 18 19:34:15 +0000 2011,@att @apple s profitering lack customer service fucking both,435129978
126380553464315904,Tue Oct 18 19:34:06 +0000 2011,@apple send phone frustrated,366430327
126377298650861568,Tue Oct 18 19:21:10 +0000 2011,@apple ruining 3gs ios5 phone utterly useless pile shit,345115504
126375381249966080,Tue Oct 18 19:13:33 +0000 2011,@rogerweir option replacement iphone 4s 2 duff iphones @o2 @iphone4s @apple,301742710
126372694118768640,Tue Oct 18 19:02:52 +0000 2011,@apple mb cap sms update 25mb storage tells inbox full 2001,321355017
126372040696541184,Tue Oct 18 19:00:17 +0000 2011,@apple week paid itunes match it eta fix,320745934
126363154837020672,Tue Oct 18 18:24:58 +0000 2011,removing @apple shit,435129978
126361483432038400,Tue Oct 18 18:18:19 +0000 2011,@phoenixswinger s iphone 4 hella hard time w ios5 update @apple,396799078
126358781633368064,Tue Oct 18 18:07:35 +0000 2011,what sucks @apple rt @phonedogaaron note droid razrs battery removable,301742710
126358301393956866,Tue Oct 18 18:05:41 +0000 2011,@apple send iphone preordered 1hr launching cans send 5 jackasses shoot blend em,369019019
126358272084152320,Tue Oct 18 18:05:34 +0000 2011,gotta @apple itouch iphone shuffle etc sound quality awful painfully crap downgrade @sony sound quality wise,440783370
126357580741226496,Tue Oct 18 18:02:49 +0000 2011,@bisquiat @apple upgrade slows phone much stuck time uch thankfully damage sucks,440783370
126357227727626240,Tue Oct 18 18:01:25 +0000 2011,@mayati @apple job step steps upgrade icloud cost mightily,503188484
126354628999778305,Tue Oct 18 17:51:05 +0000 2011,hey @apple ios5 iphone include songs compilation albums artists name whaddupwitdat,322443111
126351972948393984,Tue Oct 18 17:40:32 +0000 2011,@nickthefnicon send rcve txts apt @apple 4pmthen exclaims waited phonelmao,479371665
126348169826148352,Tue Oct 18 17:25:25 +0000 2011,chaos @apple store regent street ethiopian feeding station cool shit,448838498
126344426854416385,Tue Oct 18 17:10:33 +0000 2011,@fishmama purchase wait @apple survey hate bc bad custserv,498802509
126343931117047808,Tue Oct 18 17:08:35 +0000 2011,correction @ kudos chris @ alamo ranch sa txfixed issues resolve 12 day w @att @apple hero day,508037430
126343679785959424,Tue Oct 18 17:07:35 +0000 2011,@phxguy88 @apple @bgr ppl stand hrs newest model suckers,381639112
126343214805426176,Tue Oct 18 17:05:44 +0000 2011,kill @apple braille type bump earbuds bud dark,362842768
126334597431697408,Tue Oct 18 16:31:29 +0000 2011,@apple wow @motorola crushed dreams,419556208
126331480233353216,Tue Oct 18 16:19:06 +0000 2011,rt @phxguy88 oh fuck you @apple already gt iphone 5 schedule summer launch @bgr,508291396
126331327271284736,Tue Oct 18 16:18:30 +0000 2011,oh fuck you @apple already gt iphone 5 schedule summer launch @bgr,381399543
126327808803880960,Tue Oct 18 16:04:31 +0000 2011,@apple no wait thursday appointment genius shit luck now,362842768
126325125749542913,Tue Oct 18 15:53:51 +0000 2011,wtf @apple ios 5 push notifications newstand siri yapping fuck,495540855
126324573384871936,Tue Oct 18 15:51:39 +0000 2011,@apple ipad ios5 messages icon included used,488567141
126324389741473792,Tue Oct 18 15:50:56 +0000 2011,@steelo254 yea preorder @apple att,443836330
126324077513293824,Tue Oct 18 15:49:41 +0000 2011,interesting @apple requires reservation apple iphone 4s,435129978
126321169468100609,Tue Oct 18 15:38:08 +0000 2011,@apple iphone battery crappy fail,277023839
126320033369563138,Tue Oct 18 15:33:37 +0000 2011,@apple @macbook keyboard type,357545630
126310645443461121,Tue Oct 18 14:56:19 +0000 2011,@apple icloud sync stickies around progressed w them apple why @gruber,440783370
126309616391950336,Tue Oct 18 14:52:13 +0000 2011,@apple save version function absolutely awful interrupting counterintuitive piece crap,338812451
126307071984545793,Tue Oct 18 14:42:07 +0000 2011,hate @apple computer 3500 dollars drain,275679178
126302386644975616,Tue Oct 18 14:23:30 +0000 2011,@apple iphone charging slowly,498802509
126299379832336384,Tue Oct 18 14:11:33 +0000 2011,@apple ios5 ipad1 slow wash beta78 solve problem ipad2,314985145
126297326565330944,Tue Oct 18 14:03:23 +0000 2011,@apple pick month day setting calendar item iphone ios fixed yet,519634781
126292335540699136,Tue Oct 18 13:43:33 +0000 2011,@apple itunes worst program ever phone awful software,407240055
126286814578348032,Tue Oct 18 13:21:37 +0000 2011,voice recognition @apple tech support better,514859729
126283602571964416,Tue Oct 18 13:08:51 +0000 2011,@apple 319 repair ipad 2 apple lost 700 year android come,300676743
126281019476291585,Tue Oct 18 12:58:35 +0000 2011,@azee1v1 @apple @umber proper consolidation proper syncing losing purchased items checkboxes do,286281842
126280555980529664,Tue Oct 18 12:56:45 +0000 2011,@asimrang @apple @umber desktop app wack,509554692
126279811151831042,Tue Oct 18 12:53:47 +0000 2011,reservation wait line humpt @apple @ apple store w 2 others,362842768
126258214412091392,Tue Oct 18 11:27:58 +0000 2011,frustrated bought macbook @apple ship media expensivepaperweight,335977847
126257645282799616,Tue Oct 18 11:25:43 +0000 2011,@apple awesome featured enabled data plan handle it 200 mb data,508037430
126251052667375616,Tue Oct 18 10:59:31 +0000 2011,dontbemadatmebecause android @apple,314552166
126247557339947008,Tue Oct 18 10:45:37 +0000 2011,@apple ios 5 preventing audio apps audio functions operating properly losing sound,449623645
126243680129523712,Tue Oct 18 10:30:14 +0000 2011,@apple apple hater mouse buttery finish fast happy macworld @macworld,314552166
126240605419487232,Tue Oct 18 10:18:00 +0000 2011,hey @apple sending automaticallydepreciatealliphonesolderthanthe4s signal iphone4 dying rapidly processorwise,289327616
126238223537152001,Tue Oct 18 10:08:32 +0000 2011,bad @canon camera compact flash cards sd @apple computer damn you,338812451
126221894126022656,Tue Oct 18 09:03:39 +0000 2011,wtf @apple 64 terms conditions update ur apps itunes store read em really,498802509
126189036644728832,Tue Oct 18 06:53:05 +0000 2011,fuck @apple,314552166
126188946974720000,Tue Oct 18 06:52:44 +0000 2011,prolly ganna late bc @apple screwed phone alarm,321355017
126188717902802944,Tue Oct 18 06:51:49 +0000 2011,fuck dose phone decide ganna freeze time update fucking sick @apple,439392988
126188686453907457,Tue Oct 18 06:51:41 +0000 2011,wait cuz @apple fucks time fuckingpissed,384242854
126182880123695104,Tue Oct 18 06:28:37 +0000 2011,imessage time message sent annoying @apple,419556208
126167083334643713,Tue Oct 18 05:25:51 +0000 2011,@apple fuck shit,447247246
126163315499081728,Tue Oct 18 05:10:53 +0000 2011,rt @circustk wit chu officially boycotting @ups calling @apple curse wasting,490384685
126163250172801024,Tue Oct 18 05:10:37 +0000 2011,damn @apple whatchu phone,314552166
126158846375903233,Tue Oct 18 04:53:07 +0000 2011,samsung seeks iphone 4s ban japan australia patent intensifies injunction sought @apple,435129978
126155291288023040,Tue Oct 18 04:38:59 +0000 2011,@apple time ios software update ipad dead totally restore fail,502518910
126153311521996800,Tue Oct 18 04:31:07 +0000 2011,@apple ios5 pain ass music photos apps undo garbage,279468349
